Ticker,Year,NET_INCOME,SALES_REV_TURN,CF_FREE_CASH_FLOW,TOT_STK_AWARDS_GIVEN_TO_EXECS,TOT_TOP_3_HIGHEST_STK_AW_AMT,2ND_HIGHEST_STK_AWARDS_AMT,2ND_HIGHEST_ALL_OTH_COMP_AMT_AW,3RD_HIGHEST_ALL_OTH_COMP_AMT_AW,2ND_HIGHEST_TOT_COMP_AMT_AW,SUSTAINALYTICS_SOCIAL_PERCENTILE,SUSTAINALYTICS_ENVIRONMENT_PCT,GICS Sector,State,
ANTM,2016,530.14,21010.18,700.34,17625450.5,13228307,2531314.5,3950374,3820384.5,4730174,42.0567951,61.45078287,Health Care, Indiana,
AON,2016,396,2539.4,607.8,37835149,32627102.5,9995276.5,12827999.5,8044079,13777999.5,60.41749517,49.91633602,Financials, United Kingdom,
AOS,2016,81.26,665.06,92.18,1686495.5,1379469.5,255381.5,2545448,1455678,3072948,0,8.333333333,Industrials, Wisconsin,
APA,2016,-1723.6,1320.2,-44.8,22832038.5,16461891.5,3545726.5,5850032,4739208.5,6233245,58.6415198,25.81957112,Energy, Texas,
AAPL,2016,11304.25,54529.5,13284.75,100000415,60000249,20000083,21807544,21807544,22807544,16.25152417,76.90857343,Information Technology, California,
AMAT,2016,430.25,2706.25,553.25,22656085,18519959,4321318,5380494,3978537,8220638,79.68758705,70.63436268,Information Technology, California,
APTV,2016,289.8,3884,362.8,22649605.5,16445329,4976945.5,6428879,4299519.5,7070129,45.13300425,45.10734364,Consumer Discretionary, Kent, United Kingdom
ADM,2016,399.4,15758.2,194.8,13263962,11121721.5,2675539.5,6512412.5,4200761,7524936.5,28.18386986,52.87862431,Consumer Staples, Illinois,
AJG,2016,95.34,1385.94,152.84,2273757,1710327.5,624330.5,3169235.5,2447221,3940540.5,46.8556414,40.95094346,Financials, Illinois,
AIZ,2016,126.2352,2015.9174,-56.0856,12340208.5,8223776,2090024,3982179,3403802.5,4635929,52.59758263,58.6961534,Financials, New York,
T,2016,3396.4,41181,4005.6,33587588,26412900.5,5580206,10473082,10081420,11425998.5,56.68509865,61.6970318,Telecommunication Services, Texas,
ADSK,2016,-111.475,550.125,57.075,17003360,14128079,2256279,2683846,2614735,3156423,77.03612195,94.02640399,Information Technology, California,
ADP,2016,407.1,2971.6,477.98,7214927,6133634,1578039,3580100,2533991,4230100,49.80077733,65.0185363,Information Technology, New Jersey,
AZO,2016,315.25525,2679.3695,296.19075,162762,144125,27452,2426220,2373523,3027310,58.26589043,38.58506796,Consumer Discretionary, Tennessee,
AVB,2016,237.886,505.2192,-108.1288,9331311.5,7095185,1460004,2066612,1934394,2549304.5,86.36880167,63.28543646,Real Estate, Virginia[5],
AVY,2016,75.54,1508.26,110.74,14664209,10663952,3689896,6585234.5,3167044,7445036,77.34749225,58.82220344,Materials, California,
BLL,2016,63.6,2173.2,-34.6,6651327.5,5411675.5,1527576,3220506,2725844.5,4012386.5,100,73.1783601,Materials, Colorado,
BAC,2016,4205.8,23228.2,9341.6,41300077,26686684.5,8124314,8141814,5882502,14746033,54.94416733,92.21442338,Financials, North Carolina,
BK,2016,848,3894.8,1074.6,32703059,23591769,7656824.5,10317638.5,6694299.5,10723888.5,42.45220449,77.71069401,Financials, New York,
BAX,2016,1034,2553.2,281.2,10357599,6943825,1922617,6038903,4076342.5,6256693.5,87.6400665,96.95607203,Health Care, Illinois,
BBT,2016,593,2849.6,804.4,6272406,4286144,966586,4952363.5,4715926.5,5631280,35.17979887,0.765018841,Financials, North Carolina,
BDX,2016,307.6,3080.8,413.8,21063004,16129929,3088505,4044425,3777898,4524466,74.06396426,92.74685419,Health Care, New Jersey,
BBY,2016,275,9886,421.5,16162131,13723682,3039724,6698697,5852698,7623697,93.16821799,90.90898793,Consumer Discretionary, Minnesota,
BIIB,2016,906.88,2857.62,975.56,32919581,21608974,5039339,5726731.5,4421848.5,6354406,90.39389727,90.66119723,Health Care, Massachusetts,
BLK,2016,806.6,2803.6,626.2,42385579,33756429.5,12214629,13578174,8226625,19981429,67.85878973,54.80489254,Financials, New York,
HRB,2016,87.26,757.13425,80.207,9025192,8125151,1525076,1539942,1113788,2351733,14.62345849,16.82114508,Financials, Missouri,
BA,2016,1184.2,23628.8,2085.2,25563686,20988600.5,5152541.5,12648696,8265841.5,14146311.5,5.940828402,48.08284024,Industrials, Illinois,
BKNG,2016,527.8512,2548.6002,919.5272,24096390,19746419,4349971,5810183,5710155,6140183,14.35427237,4.775446323,Consumer Discretionary, Connecticut,
BWA,2016,48.76,2238.82,153.92,19731282.5,16078055.5,3264275,4782430.5,3436946,5421430.5,50.31788065,47.82327966,Consumer Discretionary, Michigan,
BXP,2016,130.3248,635.012,11.7616,17391836,14387650,4511872,4544872,3915732.5,7089968.5,22.5956413,73.92255682,Real Estate, Massachusetts,
BSX,2016,41,2072.8,228,12196355,9626737,1919556.5,3089027.5,2338730.5,3566512,61.38682514,94.68859518,Health Care, Massachusetts[6],
BMY,2016,852,4742.8,488.4,26149434.5,19193052.5,4363905,6874740,6110475.5,7840968.5,91.5395036,92.94903152,Health Care, New York,
CHRW,2016,127.9934,3271.0532,140.2102,4347390,3499736,683072,1441506.5,1251951,1980371.5,8.853496815,6.452982619,Industrials, Minnesota,
CA,2016,203,1013.4,269,14299056,12656669,4556518,5155348,3176081,7292848,83.86465176,92.33474037,Information Technology, New York,
COG,2016,-105.6496,304.4362,11.093,12099303,11770647,3438558,4243928.5,1354851.5,4718938.5,38.24221132,32.21430319,Energy, Texas,
CDNS,2016,56.692,451.4324,100.6606,9434387.5,6924300,2154685,3306641.5,2465041.5,3797843.5,38.30867212,34.77345688,Information Technology, California,
CPB,2016,165.25,1990,294,12952174,8649551,1774267,4213080,4129762,4909747,91.49084404,94.96426972,Consumer Staples, New Jersey,
COF,2016,934.2,6827.2,2415.6,32993752,23085624,5751522,6916880.5,5416242,8487957.5,60.03686158,45.10224625,Financials, Virginia,
CAH,2016,335.6,31736,617.2,12591924,9686800,1620055,3309382,3228449,4030693,42.75209618,55.55368992,Health Care, Ohio,
KMX,2016,153.8485,3882.74075,-123.413,3566654,2720516,485270,2420975,2412288,3073057,26.93744542,40.59723237,Consumer Discretionary, Virginia,
CCL,2016,695,4082,518,11912593,8791964,2096489,3967442,3834159,4792442,20.85503868,73.55659585,Consumer Discretionary, Florida,
CAT,2016,-32.2,9913.4,695.8,7978433,5858855,1338530,7897590.5,6400560,8704010,51.82296953,69.18168131,Industrials, Illinois,
CBRE,2016,150.4032,3354.3662,143.246,12208538,8403624.5,2531212,4012237,3159506,5383487,77.61375749,72.31534792,Real Estate, California,
CBS,2016,304.4,3351.4,458.4,44478709,42543800.5,11706662.5,14944139,3577964.5,27730639,25.61084404,16.00990131,Consumer Discretionary, New York,
CELG,2016,512.12,2758.48,1029.54,16550729,10454223.5,3216946,9178834.5,7559551.5,10132959.5,60.11363355,58.30573329,Health Care, New Jersey,
CNC,2016,134.6,9381.8,339.4,21462561,18139061,3297511,4946487,4003023.5,5646487,24.05610513,20.69557159,Health Care, Missouri,
CNP,2016,-15.4,1863.8,82.2,8218270,6197611.5,1849216.5,1888545,1597800,2497920,28.23825849,12.12540115,Utilities, Texas,
CTL,2016,192.8,4389.2,398,15074523,13267490.5,2470800.5,3862299.5,2301274,4520439.5,27.12790172,38.18310708,Telecommunication Services, Louisiana,
CERN,2016,160.5184,1194.3534,206.5096,2215937.5,1914570,638190,3440009,3402309,4080634,29.02738873,25.46651806,Health Care, Missouri,
CF,2016,-50,960,-427.8,3201067,2591085,500289.5,1512048.5,1240030.5,2112048.5,4.117538965,0,Materials, Illinois,
SCHW,2016,461,1874.2,629.2,8500000,6375000,1500000,5971671,4599956.5,6471671,55.47328579,17.94209243,Financials, California,
CHTR,2016,680,6303,555.8,26219777,21260567,7009538,45990076,28436756,47441038,16.462818,31.95803436,Consumer Discretionary, Connecticut,
CVX,2016,-217,25921.4,-1631,14924020.5,10635759.5,2877513,8739318.5,8030592,9629381,60.80699683,24.78622381,Energy, California,
CMG,2016,18.1624,980.3782,21.915,31502034,31502034,13016388,13188086.5,5674718,14520168.5,9.799479876,44.6731758,Consumer Discretionary, Colorado,
CB,2016,963.6,7229.6,1291.4,21271310.5,18021334,4055623.5,5311910.5,4130169,8744966,8.404927931,48.6645574,Financials, Switzerland,
CHD,2016,113.62,873.34,157.14,500000,500000,250000,1610842,1096071.5,2230274.5,18.47985348,10,Consumer Staples, New Jersey,
CI,2016,458.6,9814.8,909.6,12468379.5,9839570.5,1532265.5,3864822.5,3496620,4599438,76.80502837,71.12318008,Health Care, Connecticut,
XEC,2016,-207.8622,316.1246,-40.3692,21312265,15462265,3600000,4214562.5,3897778,4784800.5,17.66472239,12.37156435,Energy, Colorado,
CINF,2016,149.4,1342.4,281.6,2542381,1812869.5,581968,1826214,1464486.5,2741075,10.90468601,38.13269123,Financials, Ohio,
CTAS,2016,131.67675,1249.3395,48.447,8492296,7890210,2149422,2865784,1314586,3509750,78.41555903,25.23398713,Industrials, Ohio,
CSCO,2016,2657.75,12229.25,3093.75,36523273,25268771,8828446,8840544,7808404,9859775,87.59497864,84.64113673,Information Technology, California,
C,2016,3649.4,20748.6,9722.6,26220293.5,18839677,7069262.5,8038477,6640024,13990090.5,63.55798752,79.47361988,Financials, New York,
CFG,2016,253.2,1422.2,336.6,9265566.5,7541508,1739368,2097571,1642457,3163240.5,17.54210331,15.46280426,Financials, Rhode Island,
CTXS,2016,133.4772,728.1686,249.4878,47435199,31197906.5,6442466.5,10195236,7300170,10924014.5,80.01310026,55.02041821,Information Technology, Florida,
CLX,2016,160.8,1444,128,3923856,3124800,550188,2643999,2636601,3226049,57.38095238,80.76190476,Consumer Staples, California,
CME,2016,365.16,881.8,403.68,12749281,8759631,3102771,5534240.5,3112029.5,6659240.5,32.33244201,40.54830529,Financials, Illinois,
CMS,2016,131.4,1581.6,-89.4,10021520,7709709,1451912,2312168.5,2009038,3047168.5,77.08393089,78.08231637,Utilities, Michigan,
KO,2016,1552.8,10372.6,1557.8,19002504.5,13969933.5,4303662.5,8044972.5,6814144.5,8949207,88.65081896,57.49140636,Consumer Staples, Georgia,
CTSH,2016,395.4,3344,398.88,24008873,17896583,4676411.5,5191719.5,4992300.5,5761263,89.87511492,82.50939304,Information Technology, New Jersey,
CL,2016,396.6,3818.8,631.4,6452782.5,5001616,984999.5,4640956,4217257,5495700.5,32.98534799,58.55311355,Consumer Staples, New York,
CMCSA,2016,2133.2,19929.6,2745,37710785.5,25697723,6859104,31634751,27404252,34605880,75.1060825,54.67205815,Consumer Discretionary, Pennsylvania,
CMA,2016,118.6,736.6,101.75,6331468.5,4935696.5,1013963.5,1713311.5,1443586.5,2407165.5,58.89864547,63.29317355,Financials, Texas,
CAG,2016,157.625,2059.075,265.05,13082684,10187319,2895365,4662892,4423051,5306161,22.1969485,36.07321115,Consumer Staples, Illinois,
CXO,2016,-292.5906,567.6338,-2.0634,23408741.5,17141633.5,4221545.5,4297989.5,3778795.5,5768552,14.40795174,7.617891969,Energy, Texas,
COP,2016,-1413,5997.2,-201.4,17857828,12496434,3121085.5,7991095.5,7277882,9128195.5,78.0853282,61.67381847,Energy, Texas,
ED,2016,284.4,2956.2,-143.2,10967726.5,8659715.5,2073682.5,3704665.5,2611720,4307070,34.48660893,79.30305574,Utilities, New York,
STZ,2016,331.625,1811.675,192.175,5678185,4245988,842694,6181831,4013636,7435538,23.84936242,10.30718465,Consumer Staples, New York,
COO,2016,68.477,491.6885,89.2535,2484637,1802919,432926,3108038,2832928,3711709,23.07497838,1.686576778,Health Care, California,
GLW,2016,783.8,2324.2,411.6,4449983.5,3306237.5,718749.5,4787086,3201057,5511790,37.16196713,45.28987647,Information Technology, New York,
COST,2016,603.75,29899.5,668.25,22813376,14068031,5563064,5721676,3142772,6481754,15.60506567,18.4380863,Consumer Staples, Washington,
CCI,2016,99.6072,973.4122,231.3038,18996683,14124373.5,4071010,5026151,3666722,5603431.5,24.83688724,78.79993704,Real Estate, Texas,
CSX,2016,428.5,2767.25,160.75,15590962,10061992,1872005,4344286,4096311,4894286,32.28271396,83.09714922,Industrials, Florida,
CMI,2016,311,4455,397.8,4601216,3787354.5,848410.5,3648829.5,3461164.5,4484829.5,85.82537663,76.30085432,Industrials, Indiana,
CVS,2016,1363,43734.2,2153,11687244,8999805,2187429.5,7242078,5407913.5,8185828,49.43245779,35.35178236,Consumer Staples, Rhode Island,
DHI,2016,218.62,3012.34,111.15,15626250,14001137,3960464,8865867,3120724,9565867,28.30374753,14.39842209,Consumer Discretionary, Texas,
DHR,2016,648.46,4241.08,813.22,10977519,7471370.5,1977337,5242819.5,4667987,6084698,57.32454807,43.12579869,Health Care, D.C.,
DRI,2016,108.775,1748.65,168.575,7405316,5339712,1719852,3509099,2915552,3975253,4.804594472,68.1085442,Consumer Discretionary, Florida,
DVA,2016,174.7748,3452.4742,265.0474,5596186.5,5471284.5,939345.5,8872981.5,3464581,9905674,50.24645327,71.03317001,Health Care, Colorado,
DE,2016,380.975,6661,203.65,10968329,8687123,1273139,4213102,3883640,4909220,70.27045314,79.1763501,Industrials, Illinois,
DAL,2016,1070.6,9828.2,883,25132621.5,16934168,5375327.5,7853073,6354959,8468071.5,70.30241041,59.51530515,Industrials, Georgia,
XRAY,2016,97.7,883.28,108.9,5974010.5,4856200.5,1469705,3520952.5,2122087.5,4240662,56.67639637,46.9839369,Health Care, Pennsylvania,
DVN,2016,-1280,2392,-628.8,16108478.5,11133980.5,3763439.5,7970481.5,4689766.5,8588972,62.73801355,41.76913451,Energy, Oklahoma,
DLR,2016,82.0408,528.5312,-149.0336,10949970.5,7999992,1975008.5,2742601.5,2465329.5,3157270,31.35799318,79.8316388,Real Estate, California,
DFS,2016,578.6,2606.2,1061.5,21078450,16553421,4750031.5,5996463.5,5396138,6896463.5,52.19368853,63.89014522,Financials, Illinois,
DISCA,2016,282.6,1628.6,377.8,18974110.96,18778049.46,4374397.962,9564867.068,4452915.5,11279986.04,9.779703915,43.37818448,Consumer Discretionary, Maryland,
DISCK,2016,282.6,1628.6,377.8,18974110.96,18778049.46,4374397.962,9564867.068,4452915.5,11279986.04,9.779703915,43.37818448,Consumer Discretionary, Maryland,
DISH,2016,285.5852,3829.5154,467.9528,355713,355713,0,2002979.5,1270465,2593627.5,17.99364341,7.791083638,Consumer Discretionary, Colorado,
DG,2016,303.283,5316.0725,295.79225,8260148,5709654,808022,6856111,2016167,8217871,47.44588536,26.42502879,Consumer Discretionary, Tennessee,
DLTR,2016,200.875,5112.25,222.85,12912270,9968733,2438906,7944133,3754199,9529710,23.9696224,49.04258314,Consumer Discretionary, Virginia,
D,2016,496,2858.6,-575.8,7957153.5,6823680,1256465,3233668,2248345.5,4067073.5,54.82096858,17.84300282,Utilities, Virginia,
DOV,2016,130.1434,1697.7884,189.6288,4989913,3889945,739998,2050295.5,1754077,3240295.5,41.15972132,70.42505422,Industrials, Illinois,
DPS,2016,206.4,1597.2,193,8993650.5,7113831.5,1194005.5,2386614,2348790.5,2978941,71.04472811,37.89381305,Consumer Staples, Texas,
DTE,2016,189.6,2623.4,-27.2,13161603,10308471,1823552,3294835.5,3055529.5,3944551,68.77896579,28.20113235,Utilities, Michigan,
DRE,2016,67.279,198.658,-67.534,5703750,4616000,1080000,2018812,1418257,2392043.5,44.39140657,27.2527333,Real Estate, Indiana,
DUK,2016,525.8,5395.4,-385.6,16658929,12594975,2393164.5,4190362.5,3794275,4706840,50.4442021,5.135768807,Utilities, North Carolina,
ETFC,2016,128.2,497.4,343.4,13840569,11488109.5,3174960.5,7085929.5,4161850.5,7331891,44.36639742,20.30308698,Financials, New York,
EMN,2016,198,2246.6,218.2,13749935.5,10691378,2832357.5,4252804,4184111,4912727.5,49.92201769,57.46413509,Materials, Tennessee,
ETN,2016,490.8,4960.8,535.4,21226697.5,15264396,4545820.5,8270595.5,6156951,9186129,75.07683848,60.43555906,Industrials, Ireland,
EBAY,2016,1548.6,2260.2,622.2,40688087.5,25155412,7896250,10519213,8653110,11402867,82.46631354,84.57547647,Information Technology, California,
ECL,2016,287.7,3312.96,323.5,7521695,6349697,976703,3049112.5,2793331,3687237.5,36.9554897,70.19613175,Materials, Minnesota,
EIX,2016,280,2841.8,97.4,6420527.5,4836944.5,1198633,3792804,2778272,4521683.5,18.60171184,33.32392504,Utilities, California,
EW,2016,142.04,726.96,118.92,6579868.5,5216008,1701658,3656078,2306794,4321730.5,88.46117631,69.15793589,Health Care, California,
EA,2016,251,1139.2,456.2,30639952,26668162,9078520,10272164,4770122,10860866,26.07517964,16.39111564,Information Technology, California,
EMR,2016,388.8,3547.6,517.6,17928800,13016800,3192800,4356775,3547201,5966775,50.92384766,42.79179826,Industrials, Missouri,
ETR,2016,-91.9308,2670.8336,-231.65,11958063.5,8566729,2946550.5,4041228,3131218.5,4845845.5,51.5034183,52.17065256,Utilities, Louisiana,
EOG,2016,-276.1964,1877.3452,-90.1444,15386150,12120564,4567091,6682317.5,2640886.5,7517317.5,22.64266232,14.49638011,Energy, Texas,
EQT,2016,-117.5124,532.6546,-348.6004,15449422,12052407,3271548.5,5283935.5,4461706.5,6044531.5,71.41361069,52.35358867,Energy, Pennsylvania,
EFX,2016,120.14,762.22,160.44,11963275,10260770.5,1353470.5,2453407.5,2167812.5,3074375.5,15.54768734,4.869369892,Industrials, Georgia,
EQIX,2016,27.5062,868.4902,-33.705,20459307.5,16858423,3760600.5,4280225.5,4178018,4847873,59.31208751,67.06295577,Real Estate, California,
EQR,2016,899.3298,625.7986,33.522,18415673.5,13953471,2500288,3093444.5,3051614.5,3693444.5,21.16595689,51.0976997,Real Estate, Illinois,
ESS,2016,99.1834,320.9494,10.3254,3952970.5,2727457.5,675518,1783628.5,1759536,2158628.5,8.272539519,32.14969405,Real Estate, California,
EL,2016,305.6,2900,392.38,53637152,49429158,9813427,15357001,7656911,16457001,37.69230769,33.66300366,Consumer Staples, New York,
ES,2016,224.821,1866.072,-53.247,12277400.5,8822712,1322452.5,4864048,3897690,5429063,74.99133099,67.67351436,Utilities, Massachusetts,
RE,2016,270.725,1462.5912,337.9988,3992341.5,3207368,546281,2256734.5,1900052.5,3075619.5,19.53030015,1.014565509,Financials, Bermuda,
EXC,2016,288.6,7612.4,-145,21047443,16078835,3309194.5,4823101,4221821,5657055,58.12547412,83.88943758,Utilities, Illinois,
EXPE,2016,53.862,2094.4262,97.7926,540477,540477,0,7271711,2703316,9236711,11.89227071,29.58226722,Consumer Discretionary, Washington,
EXPD,2016,109.0512,1538.8516,114.7206,0,0,0,4394432,3995824.5,4494432,13.97730606,51.7652237,Industrials, Washington,
ESRX,2016,835.58,25292.58,1468.84,20766667,15616667,5583333.5,9363037.5,5090360,10190852,27.14845113,36.22606374,Health Care, Missouri,
EXR,2016,74.9604,243.5268,-119.061,5568078.5,4653235,977677.5,2025000.5,1253073.5,2650000.5,0.124845696,0.31282979,Real Estate, Utah,
XOM,2016,2124,50653,832.6,57092931,39817341,11046467.5,13439770,12806922,15874645,68.07340582,58.86521518,Energy, Texas,
FFIV,2016,92.0146,502.1984,164.6452,25128490,13171139,4500025,4911815,4065562,5272883,15.56471725,13.87107418,Information Technology, Washington,
FB,2016,2348.8,6695.8,2863.6,58127979,45506828.5,15198631.5,15207914.5,12630669.5,16668846,65.17257144,62.22937109,Information Technology, California,
FAST,2016,122.2618,976.968,87.7832,0,0,0,559640,426146.5,969895,21.3742779,73.6089997,Industrials, Minnesota,
FRT,2016,63.5728,198.8196,-33.7178,7460104.5,7060745,1032790,1421033.5,776704,1728245,10.4753228,33.38383128,Real Estate, Maryland,
FDX,2016,463,13806.75,232.5,3299061,2051403,623829,5940914,4967478,6901850,65.70369648,95.15568472,Industrials, Tennessee,
FIS,2016,134.6,2223,437.3,11976981,8902496,2812827.5,8338545,6658422,9138545,29.41504745,39.18486489,Information Technology, Florida,
FITB,2016,444.4,1804.6,522.6,13371345,9040555.5,2596818,4233591.5,3301081.5,5290434.5,23.14569897,40.89334489,Financials, Ohio,
FE,2016,-1280.6,3620.6,92.6,12573323,10764207.5,2564010.5,4521968.5,2793121,5620428.5,13.52588547,2.235368795,Utilities, Ohio,
FISV,2016,223.8,1374.6,293,11515484,10421634.5,1675016.5,4555042.5,2916982.5,5354842,29.97493924,25.12841555,Information Technology, Wisconsin,
FLIR,2016,47.366,419.9628,70.4584,5196207.5,4061966,916769,1787097.5,1241472,2288893.5,53.27060312,5.568543668,Information Technology, Oregon,
FLS,2016,40.7654,1055.6348,66.0186,11741024,10344468.5,3538362.5,3860604.5,1908188.5,4589683.5,79.33382894,48.15420819,Industrials, Texas,
FLR,2016,46.008,4681.434,137.9164,11715795,9221185.5,1741005,2925546,2593501,3856104,21.18028502,40.51182321,Industrials, Texas,
FMC,2016,1,687.64,66.26,7634934,6551143,1168527.5,2305981,2032952.5,2969782.5,84.28778005,35.34291505,Materials, Pennsylvania,
FL,2016,158.25,1915,215,3424614,2836370,918793,2229863,1995048,2901029,33.87343792,0.367429641,Consumer Discretionary, New York,
